catalog_id,initial,language,github_rank_2026_q1,github_pushers_2026_q1_approx,stackoverflow_rank_2025,stackoverflow_used_pct_2025,tiobe_rank_2026_09,tiobe_rating_pct_2026_09,country_breakdown_status,gender_breakdown_status,catalog_source
603,T,T,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
604,T,TACL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
605,T,Tcl,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
606,T,Tea,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
607,T,TELCOMP,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
608,T,Tensilica Instruction Extension (TIE),,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
609,T,TeX,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
610,T,TADS,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
611,T,TECO,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
612,T,TPU,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
613,T,TMG,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
614,T,Tom,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
615,T,Topspeed / Clarion,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
616,T,TRAC,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
617,T,Transact-SQL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
618,T,Transaction Application Language (TAL),,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
619,T,Transcript / LiveCode,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
620,T,TTCN,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
621,T,TTM,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
622,T,Turing,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
623,T,TUTOR,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
624,T,TXL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
625,T,TypeScript,3,2800000,6,43.6,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
626,T,Tynker,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
627,U,Ubercode,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
628,U,UCSD Pascal,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
629,U,Umple,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
630,U,Unicon,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
631,U,Uniface,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
632,U,UNITY,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
633,U,UnrealScript,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
634,V,V,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
635,V,Vala,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
636,V,Verse,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
637,V,Vim script,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
638,V,Viper,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
639,V,Visual DataFlex,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
640,V,Visual DialogScript,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
641,V,Visual FoxPro,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
642,V,Visual J++,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
643,V,Visual LISP,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
644,V,Visual Objects,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
645,V,Visual Prolog,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
646,W,WATFIV / WATFOR,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
647,W,WebAssembly,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
648,W,Whiley,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
649,W,Wolfram Language,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
650,W,Wyvern,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
651,X,X++,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
652,X,X10,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
653,X,XBL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
654,X,XC,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
655,X,XL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
656,X,Xod,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
657,X,Xojo,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
658,X,XOTcl,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
659,X,XPL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
660,X,XPL0,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
661,X,XQuery,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
662,X,XSB,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
663,X,XSLT,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
664,X,Xtend,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
665,Y,Yorick,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
666,Y,YQL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
667,Z,Z++,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
668,Z,Z shell,,,5,48.7,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
669,Z,Zebra / ZPL / ZPL2,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
670,Z,ZetaLisp,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
671,Z,Zig,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
672,Z,Zonnon,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
673,Z,ZOPL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
674,Z,ZPL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
