catalog_id,initial,name,category,layer,kind,primary_language,ecosystem,stackoverflow_rank_2025,stackoverflow_used_pct_2025,stateofjs_used_pct_2025,stateofjs_satisfaction_pct_2025,w3techs_all_websites_pct_2026_09_23,w3techs_js_library_market_share_pct_2026_09_23,country_breakdown_status,gender_breakdown_status,notes,catalog_source
101,C,CppCMS,C/C++ web,Server / full-stack,Framework / HTTP toolkit,C / C++,C/C++,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
102,C,Craft CMS,CMS / web platform,Full-stack content platform,CMS / web platform,Multi-language,CMS,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,Not strictly a framework; retained because major web-technology surveys and real-world stacks include these platforms.,https://survey.stackoverflow.co/2025/technology/
103,C,Cramp,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Ruby,Ruby,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/markets/awesome-ruby
104,C,Crow,C/C++ web,Server / full-stack,Framework / HTTP toolkit,C / C++,C/C++,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
105,C,CrowCpp,C/C++ web,Server / full-stack,Framework / HTTP toolkit,C / C++,C/C++,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
106,C,CSLA .NET,.NET web,Server / full-stack / client,Framework / web platform,C# / F#,.NET,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
107,C,Cuba,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Ruby,Ruby,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/markets/awesome-ruby
108,C,CUBA Platform,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
109,C,Cuttlebelle,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
110,C,Cycle.js,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
111,D,DaisyUI,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
112,D,Dancer,Perl web,Server,Framework / web toolkit,Perl,Perl,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
113,D,Dancer2,Perl web,Server,Framework / web toolkit,Perl,Perl,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
114,D,Dart Frog,Dart web,Client / server / full-stack,Framework / web toolkit,Dart,Dart,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
115,D,Dash,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
116,D,Deepkit Framework,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
117,D,Deno,Runtime / web platform,Server runtime,Runtime,JavaScript / TypeScript,JavaScript,24,4.0,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,Not a web framework; included because major surveys group it with web technologies.,https://survey.stackoverflow.co/2025/technology/
118,D,Dioxus,Rust web,Server / full-stack / client / SSG,Framework / web toolkit,Rust,Rust,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
119,D,Directus,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
120,D,Directus CMS,CMS / web platform,Full-stack content platform,CMS / web platform,Multi-language,CMS,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,Not strictly a framework; retained because major web-technology surveys and real-world stacks include these platforms.,https://survey.stackoverflow.co/2025/technology/
121,D,Django,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,14,12.6,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
122,D,Django Ninja,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
123,D,Django REST Framework,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
124,D,Doctave,Rust web,Server / full-stack / client / SSG,Framework / web toolkit,Rust,Rust,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
125,D,Docusaurus,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,69,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
126,D,Dojo Toolkit,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
127,D,DotVVM,.NET web,Server / full-stack / client,Framework / web platform,C# / F#,.NET,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
128,D,Dream,OCaml web,Server / full-stack / client,Framework / web toolkit,OCaml,OCaml,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
