catalog_id,initial,name,primary_model,secondary_models,product_type,deployment,provider_or_project,stackoverflow_rank_2025,stackoverflow_used_pct_2025,dbengines_rank_2026_09,dbengines_score_2026_09,dbengines_top20_model,country_breakdown_status,gender_breakdown_status,notes,source_url
104,A,Azure SQL Database,Relational / SQL,,Managed database service,Managed cloud,Microsoft Azure,,,15,70.84,Relational / multi-model,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,Managed SQL database service.,https://azure.microsoft.com/en-us/products
105,A,Azure SQL Managed Instance,Relational / SQL,,Managed database service,Managed cloud,Microsoft Azure,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,Managed SQL Server-compatible instance service.,https://azure.microsoft.com/en-us/products
106,A,Azure Synapse Analytics,Analytical / warehouse / lakehouse,,Analytical data platform / warehouse,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
107,B,BadgerDB,Key-value / in-memory,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_in-memory_databases
108,B,BaseX,Object / XML / multivalue / specialty,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_object_database_management_systems
109,B,bbolt,Key-value / in-memory,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_in-memory_databases
110,B,Beringei,Time series,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
111,B,Berkeley DB,Key-value / in-memory,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_in-memory_databases
112,B,Berkeley DB XML,Object / XML / multivalue / specialty,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_object_database_management_systems
113,B,Bigtable,Wide-column / columnar,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_column-oriented_DBMSes
114,B,Bitnine AgensGraph,Graph,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
115,B,Bitsy,Graph,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
116,B,Blazegraph,Graph,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
117,B,Blazegraph RDF,RDF / semantic graph,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
118,B,Blueflood,Time series,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
119,B,BoltDB,Key-value / in-memory,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_in-memory_databases
120,B,BrightstarDB,RDF / semantic graph,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
121,C,C-Store,Wide-column / columnar,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_column-oriented_DBMSes
122,C,CA Datacom,Relational / SQL,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems
123,C,CA IDMS,Relational / SQL,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems
124,C,Cache2k,Key-value / in-memory,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_in-memory_databases
125,C,Caché MultiValue,Object / XML / multivalue / specialty,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_object_database_management_systems
126,C,Caffeine,Key-value / in-memory,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_in-memory_databases
127,C,Cassandra Enterprise,Wide-column / columnar,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_column-oriented_DBMSes
128,C,Cayley,Graph,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
